map,seed,quality,skip_budget,status,orders,num_tasks,num_candidates,target,target_verb,target_obj,target_serves_soup,natural_rank,natural_rank_agent,excess,makespan_baseline_s,makespan_constrained_s,loss_s,constrained_rank,inserted_count,inserted_total_s,inserted_durations_s,baseline_status,constrained_status,baseline_solve_s,constrained_solve_s
ring,24,random,4,ok,TomatoLettuceSalad|OnionLettuceSalad|OnionLettuceSoup,10,7,serve_lettuce_onionsoup,serve,lettuce-onion soup,1,8,0,4,21.0,22.8,1.8,7,7,10.7,1.7|2.1|0.4|1.7|1.8|1.3|1.7,OPTIMAL,OPTIMAL,0.0142,0.0156
ring,25,good,0,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,1,0,1,21.0,21.4,0.4,0,0,0,,OPTIMAL,OPTIMAL,0.0289,0.0363
ring,25,good,2,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0367,0.0345
ring,25,good,4,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_lettuce,chop,lettuce,1,1,0,0,21.0,21.0,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0346,0.0344
ring,25,bad,0,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,3,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.0481,0.0306
ring,25,bad,2,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,1,21.0,22.8,1.8,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0294,0.0336
ring,25,bad,4,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,3,0,0,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0338,0.0347
ring,25,random,0,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,2,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0262,0.0178
ring,25,random,2,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,0,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0273,0.0283
ring,25,random,4,ok,TomatoLettuceSalad|FullSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,0,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0234,0.0281
ring,26,good,0,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.019,0.0253
ring,26,good,2,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0182,0.024
ring,26,good,4,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_lettuce,chop,lettuce,1,0,0,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0175,0.0241
ring,26,bad,0,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0175,0.0285
ring,26,bad,2,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0221,0.0274
ring,26,bad,4,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_onion,chop,onion,0,0,1,0,21.2,21.2,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0192,0.0282
ring,26,random,0,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_tomato,chop,tomato,1,1,0,1,21.2,22.0,0.8,0,0,0,,OPTIMAL,OPTIMAL,0.0195,0.0189
ring,26,random,2,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0222,0.0238
ring,26,random,4,ok,OnionLettuceSalad|OnionLettuceSalad|TomatoLettuceSoup,10,6,chop_tomato,chop,tomato,1,1,0,0,21.2,21.2,0.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0266,0.0344
ring,27,good,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,1,20.6,21.8,1.2,0,0,0,,OPTIMAL,OPTIMAL,0.0234,0.0292
ring,27,good,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.02,0.0258
ring,27,good,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_tomato,chop,tomato,1,1,0,0,20.6,20.6,0.0,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0183,0.0227
ring,27,bad,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,5,20.6,23.0,2.4,0,0,0,,OPTIMAL,OPTIMAL,0.0206,0.013
ring,27,bad,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,3,20.6,23.0,2.4,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0206,0.0243
ring,27,bad,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_lettuce,chop,lettuce,0,5,0,1,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0148,0.022
ring,27,random,0,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0168,0.0329
ring,27,random,2,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0197,0.0203
ring,27,random,4,ok,TomatoLettuceSalad|OnionTomatoSalad|OnionTomatoSoup,10,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0161,0.0229
ring,28,good,0,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0312,0.054
ring,28,good,2,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0325,0.0511
ring,28,good,4,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_onion,chop,onion,1,0,0,0,21.0,21.0,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0319,0.0566
ring,28,bad,0,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,7,0,7,21.0,23.8,2.8,0,0,0,,OPTIMAL,OPTIMAL,0.0407,0.0295
ring,28,bad,2,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,7,0,5,21.0,23.0,2.0,1,1,2.1,2.1,OPTIMAL,OPTIMAL,0.0355,0.029
ring,28,bad,4,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,chop_tomato,chop,tomato,0,7,0,3,21.0,21.0,0.0,3,3,4.2,1.7|2.1|0.4,OPTIMAL,OPTIMAL,0.0318,0.031
ring,28,random,0,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,2,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0322,0.026
ring,28,random,2,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,0,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0384,0.0357
ring,28,random,4,ok,FullSalad|OnionLettuceSalad|OnionLettuceSoup,11,7,cook_lettuce_onionsoup,cook,lettuce-onion soup,1,2,0,0,21.0,21.0,0.0,2,2,3.8,1.7|2.1,OPTIMAL,OPTIMAL,0.0312,0.0347
ring,29,good,0,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0214,0.0575
ring,29,good,2,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0221,0.0467
ring,29,good,4,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_onion,chop,onion,1,0,0,0,20.6,20.6,0.0,0,0,0,,OPTIMAL,OPTIMAL,0.0216,0.0497
ring,29,bad,0,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,5,0,5,20.6,23.0,2.4,0,0,0,,OPTIMAL,OPTIMAL,0.0224,0.0141
ring,29,bad,2,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,5,0,3,20.6,23.0,2.4,1,1,1.7,1.7,OPTIMAL,OPTIMAL,0.0195,0.03
ring,29,bad,4,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,chop_lettuce,chop,lettuce,0,5,0,1,20.6,20.6,0.0,3,3,4.1,1.7|2.0|0.4,OPTIMAL,OPTIMAL,0.0189,0.0277
ring,29,random,0,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,serve_salad_lettuce_onion_tomatosalad,serve_salad,lettuce-onion-tomato salad,0,8,0,8,20.6,28.8,8.2,3,3,4.9,1.8|1.7|1.4,OPTIMAL,OPTIMAL,0.0208,0.0127
ring,29,random,2,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,serve_salad_lettuce_onion_tomatosalad,serve_salad,lettuce-onion-tomato salad,0,8,0,6,20.6,28.4,7.8,4,4,6.6,1.4|1.7|1.7|1.8,OPTIMAL,OPTIMAL,0.0214,0.0406
ring,29,random,4,ok,FullSalad|OnionTomatoSalad|OnionTomatoSoup,11,7,serve_salad_lettuce_onion_tomatosalad,serve_salad,lettuce-onion-tomato salad,0,8,0,4,20.6,20.6,0.0,6,6,9.0,1.7|2.0|0.4|1.8|1.4|1.7,OPTIMAL,OPTIMAL,0.0345,0.0273
