map,preset,seed,human_model,quality,skip_budget,status,orders,target,target_verb,target_obj,served,reward,orders_left,completed,timed_out,makespan_actual_s,makespan_plan_baseline_s,makespan_plan_constrained_s,loss_s,loss_status,prediction_match,prediction_samples,replans,preempted_by_human,rework,human_frames,human_idle_pct,human_move_pct,human_interact_pct,human_task_switches,human_stuck_switches,human_useful_events,human_event_kinds,wall_seconds
experiment,experiment2,17,follow_plan,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,3,45,0,1,0,25.9,13.9,13.9,0.0,ok,1.0,259,38,0,6,259,13.9,25.5,60.2,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,9.7
experiment,experiment2,17,greedy,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,3,45,0,1,0,38.8,13.9,15.6,1.7,ok,0.1856,388,42,0,10,388,0.5,28.9,70.4,20,1,32,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:16|Put:7,15.5
experiment,experiment2,17,random,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,1,15,2,0,1,100.0,13.9,15.8,1.9,ok,0.0,1000,130,2,5,1000,25.5,6.9,67.5,15,2,652,Assemble:2|Chop:3|Deliver:1|Pickup:326|Put:320,47.5
experiment,experiment2,0,follow_plan,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,12.3,25.6,61.6,0,0,100,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:44,13.4
experiment,experiment2,0,greedy,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.2,16.2,0.0,ok,0.2622,267,39,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.6
experiment,experiment2,0,random,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,48.0,16.2,16.2,0.0,ok,0.1313,480,67,5,8,480,73.8,15.0,11.0,19,2,30,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:15|Put:7,31.7
experiment,experiment2,1,follow_plan,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,11.9,25.6,62.1,0,0,100,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:43,13.0
experiment,experiment2,1,greedy,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1739,299,38,0,11,299,0.7,24.1,74.9,12,0,22,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,18.9
experiment,experiment2,1,greedy,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1739,299,38,0,11,299,0.7,24.1,74.9,12,0,22,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,18.6
experiment,experiment2,1,random,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,28.1,16.2,16.2,0.0,ok,0.2206,281,44,3,8,281,34.5,29.2,35.9,17,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,19.9
experiment,experiment2,2,follow_plan,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,27.1,16.4,16.6,0.2,ok,1.0,271,36,0,7,271,28.0,22.9,48.7,0,0,58,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:29|Put:21,14.4
experiment,experiment2,2,greedy,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,29.9,16.4,16.4,0.0,ok,0.1806,299,38,0,11,299,0.7,24.1,74.9,12,0,24,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:5,18.6
experiment,experiment2,2,random,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,27.9,16.4,16.4,0.0,ok,0.5054,279,35,2,8,279,34.8,24.4,40.5,13,0,18,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:9|Put:2,18.0
experiment,experiment2,3,follow_plan,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,27.1,16.0,16.4,0.4,ok,1.0,271,37,0,7,271,28.0,22.9,48.7,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.6
experiment,experiment2,3,greedy,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2622,267,41,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.8
experiment,experiment2,3,random,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,2,30,1,0,1,100.0,16.0,16.0,0.0,ok,0.029,1000,130,4,8,1000,83.9,9.3,6.7,21,2,36,Assemble:1|Chop:3|Deliver:2|Mix:1|Pickup:19|Put:10,51.5
experiment,experiment2,4,follow_plan,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.0
experiment,experiment2,4,follow_plan,random,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.4
experiment,experiment2,4,greedy,random,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2622,267,41,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.4
experiment,experiment2,4,random,random,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,mix_apple_orangejuice,mix,apple-orange juice,2,30,1,0,1,100.0,16.0,16.0,0.0,ok,0.174,1000,138,4,6,1000,51.3,10.2,38.4,22,7,26,Assemble:2|Chop:2|Deliver:2|Mix:1|Pickup:13|Put:6,58.6
experiment,experiment2,5,follow_plan,bad,4,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,1.0,269,37,0,7,269,27.5,23.0,49.1,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.9
experiment,experiment2,5,greedy,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,16.2,16.2,0.0,ok,0.2677,269,40,0,9,269,2.6,29.0,68.0,12,0,18,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:9|Put:3,19.6
experiment,experiment2,5,random,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,0,0,3,0,1,100.0,16.2,16.2,0.0,ok,0.051,1000,122,2,6,1000,0.0,4.8,95.1,7,0,936,Assemble:1|Chop:2|Mix:1|Pickup:468|Put:464,107.9
experiment,experiment2,6,follow_plan,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,13.9
experiment,experiment2,6,greedy,good,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,47.5,16.2,16.2,0.0,ok,0.1158,475,55,0,11,475,0.4,18.5,80.8,14,2,24,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:5,31.8
experiment,experiment2,6,random,good,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,31.1,16.2,16.2,0.0,ok,0.2669,311,41,1,16,311,65.3,16.7,17.7,11,2,40,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:20|Put:13,19.6
experiment,experiment2,6,random,random,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,54.1,16.2,16.2,0.0,ok,0.1128,541,73,2,6,541,74.5,15.2,10.2,16,4,32,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:16|Put:8,28.7
experiment,experiment2,7,follow_plan,random,2,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,cook_lettuce_onionsoup,cook,lettuce-onion soup,3,45,0,1,0,28.3,16.2,16.2,0.0,ok,1.0,283,43,0,6,283,26.1,17.3,56.2,0,0,78,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:39|Put:31,13.5
experiment,experiment2,7,greedy,random,0,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,cook_lettuce_onionsoup,cook,lettuce-onion soup,3,45,0,1,0,47.4,16.2,16.2,0.0,ok,0.1076,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,27.6
experiment,experiment2,7,random,bad,4,ok,OnionTomatoSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,32.3,16.2,16.2,0.0,ok,0.1889,323,47,3,6,323,31.9,22.9,44.9,16,2,22,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:3,18.5
experiment,experiment2,8,follow_plan,bad,2,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,22.1,16.4,16.4,0.0,ok,1.0,221,46,0,8,221,32.6,28.1,38.9,0,0,70,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:35|Put:28,13.0
experiment,experiment2,8,greedy,bad,0,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,32.7,16.4,16.8,0.4,ok,0.3486,327,38,0,8,327,2.1,23.9,73.7,12,0,14,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:7|Put:1,19.0
experiment,experiment2,8,random,good,4,ok,OnionTomatoSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,28.5,16.4,16.4,0.0,ok,0.5018,285,43,2,6,285,40.0,17.5,42.1,11,1,16,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:1,16.4
experiment,experiment2,9,follow_plan,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,1.0,267,34,0,6,267,25.1,29.2,45.3,0,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,12.4
experiment,experiment2,9,greedy,good,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.3
experiment,experiment2,9,greedy,random,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.2
experiment,experiment2,9,random,random,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleBananaJuice,cook_lettuce_tomatosoup,cook,lettuce-tomato soup,3,45,0,1,0,35.7,13.7,13.7,0.0,ok,0.5126,357,47,1,7,357,1.7,28.0,70.0,15,1,28,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:5,23.1
experiment,experiment2,10,follow_plan,random,0,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,serve_juice_apple_orangejuice,serve_juice,apple-orange juice,0,0,3,0,1,100.0,13.7,16.8,3.1,ok,1.0,1000,133,0,4,1000,98.8,1.1,0.0,0,0,1,Pickup:1,55.9
experiment,experiment2,10,greedy,bad,4,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.4569,267,39,0,8,267,2.6,34.5,62.5,13,0,24,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:4,17.1
experiment,experiment2,10,random,bad,2,ok,OnionTomatoSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,13.7,13.7,0.0,ok,0.5918,267,37,2,7,267,0.0,37.5,62.2,16,0,36,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:18|Put:8,17.0
experiment,experiment2,11,follow_plan,bad,0,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_orange,chop,orange,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,1.0,269,33,0,6,269,24.9,28.3,46.5,0,0,28,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:14|Put:7,12.6
experiment,experiment2,11,greedy,good,4,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,26.9,13.9,13.9,0.0,ok,0.4015,269,38,0,8,269,2.6,34.2,62.8,15,0,18,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:9|Put:2,17.2
experiment,experiment2,11,random,good,2,ok,OnionTomatoSalad|TomatoLettuceSoup|BananaOrangeJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,30.7,13.9,14.3,0.4,ok,0.2671,307,46,3,8,307,35.8,31.3,32.6,21,0,38,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:19|Put:10,19.5
experiment,experiment2,12,follow_plan,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,22.3,16.0,16.2,0.2,ok,1.0,223,46,0,8,223,33.2,27.8,38.6,0,0,70,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:35|Put:28,12.6
experiment,experiment2,12,follow_plan,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,1,15,2,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,130,0,6,1000,6.3,4.5,89.1,0,0,876,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:439|Put:433,55.1
experiment,experiment2,12,greedy,random,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,3,45,0,1,0,30.1,16.0,17.7,1.7,ok,0.1329,301,41,0,10,301,0.7,23.9,75.1,12,0,18,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:9|Put:2,18.6
experiment,experiment2,12,random,random,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleBananaJuice,handover_lettuce_onionsoup,handover,lettuce-onion soup,0,0,3,0,1,100.0,16.0,18.5,2.5,ok,0.238,1000,133,4,0,1000,70.5,6.4,23.0,12,9,15,Chop:2|Pickup:8|Put:5,77.0
experiment,experiment2,13,follow_plan,bad,4,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,1,15,2,0,1,100.0,16.0,16.0,0.0,ok,1.0,1000,130,0,6,1000,6.3,4.5,89.1,0,0,876,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:439|Put:433,57.9
experiment,experiment2,13,greedy,bad,2,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,48.1,16.0,16.0,0.0,ok,0.131,481,58,0,10,481,1.9,16.4,81.5,14,2,19,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,33.4
experiment,experiment2,13,random,bad,0,ok,TomatoLettuceSalad|OnionLettuceSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,35.7,16.0,16.4,0.4,ok,0.437,357,39,3,9,357,45.9,18.5,35.3,13,1,64,Assemble:2|Chop:2|Deliver:3|Mix:1|Pickup:32|Put:24,23.5
experiment,experiment2,14,follow_plan,good,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,1,15,2,0,1,100.0,16.2,16.2,0.0,ok,1.0,1000,129,0,6,1000,6.5,4.5,88.9,0,0,874,Assemble:1|Chop:1|Deliver:1|Mix:1|Pickup:438|Put:432,57.2
experiment,experiment2,14,greedy,good,2,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,47.4,16.2,16.4,0.2,ok,0.1118,474,57,0,9,474,0.4,17.3,82.1,14,3,20,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:3,33.0
experiment,experiment2,14,random,good,0,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,30.3,16.2,16.4,0.2,ok,0.2838,303,45,1,11,303,23.1,23.1,53.5,12,0,52,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:26|Put:20,20.4
experiment,experiment2,14,random,random,4,ok,TomatoLettuceSalad|OnionLettuceSoup|BananaOrangeJuice,chop_onion,chop,onion,3,45,0,1,0,58.7,16.2,16.2,0.0,ok,0.2572,587,76,4,8,587,41.4,21.1,37.3,18,3,95,Assemble:1|Chop:3|Deliver:3|Mix:1|Pickup:48|Put:39,39.6
experiment,experiment2,15,follow_plan,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_onion,chop,onion,3,45,0,1,0,25.9,13.7,14.1,0.4,ok,1.0,259,39,0,6,259,10.8,30.1,58.7,0,0,80,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:40|Put:33,13.7
experiment,experiment2,15,greedy,random,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_onion,chop,onion,0,0,3,0,1,100.0,13.7,14.9,1.2,ok,0.998,1000,136,0,7,1000,0.0,2.9,97.0,4,0,7,Chop:2|Pickup:4|Put:1,61.4
experiment,experiment2,15,random,bad,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,58.6,13.7,13.7,0.0,ok,0.2491,586,70,4,9,586,65.9,15.4,18.6,19,3,78,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:39|Put:30,37.3
experiment,experiment2,16,follow_plan,bad,2,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,25.7,13.7,13.7,0.0,ok,1.0,257,36,0,6,257,13.2,25.7,60.7,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,11.5
experiment,experiment2,16,greedy,bad,0,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_apple,chop,apple,3,45,0,1,0,39.5,13.7,13.9,0.2,ok,0.3899,395,52,0,10,395,1.8,23.8,74.2,13,1,20,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:10|Put:3,22.6
experiment,experiment2,16,random,good,4,ok,TomatoLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,57.5,13.7,13.7,0.0,ok,0.1565,575,68,5,9,575,69.6,14.6,15.7,22,3,28,Assemble:2|Chop:3|Deliver:3|Mix:1|Pickup:14|Put:5,31.0
experiment,experiment2,17,follow_plan,good,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,25.9,13.9,13.9,0.0,ok,1.0,259,38,0,6,259,13.9,25.5,60.2,0,0,68,Assemble:3|Chop:2|Deliver:3|Mix:1|Pickup:34|Put:25,9.9
experiment,experiment2,17,greedy,good,0,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,38.0,13.9,13.9,0.0,ok,0.2395,380,43,0,9,380,0.5,26.3,72.9,18,1,32,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:16|Put:6,16.9
experiment,experiment2,17,greedy,random,4,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,3,45,0,1,0,38.0,13.9,13.9,0.0,ok,0.2395,380,43,0,9,380,0.5,26.3,72.9,18,1,32,Assemble:3|Chop:3|Deliver:3|Mix:1|Pickup:16|Put:6,14.4
experiment,experiment2,17,random,random,2,ok,TomatoLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,serve_from_counter_onion_tomatosoup,serve_from_counter,onion-tomato soup,3,45,0,1,0,73.1,13.9,15.6,1.7,ok,0.0971,731,94,3,6,731,63.9,13.4,22.6,24,5,34,Assemble:1|Chop:3|Deliver:3|Mix:1|Pickup:17|Put:9,29.2
experiment,experiment2,0,follow_plan,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,12.3,25.6,61.6,0,0,100,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:44,13.5
experiment,experiment2,0,greedy,bad,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1806,299,38,0,11,299,0.7,24.1,74.9,12,0,24,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:12|Put:5,18.8
experiment,experiment2,0,random,bad,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleBananaJuice,chop_apple,chop,apple,3,45,0,1,0,26.7,16.2,16.2,0.0,ok,0.2285,267,38,0,9,267,13.1,24.7,61.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.8
experiment,experiment2,1,follow_plan,good,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,21.9,16.2,16.2,0.0,ok,1.0,219,38,0,8,219,11.9,25.6,62.1,0,0,100,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:50|Put:43,12.8
experiment,experiment2,1,greedy,good,2,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,29.9,16.2,16.2,0.0,ok,0.1739,299,38,0,11,299,0.7,24.1,74.9,12,0,22,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:11|Put:4,19.0
experiment,experiment2,1,random,good,0,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,28.1,16.2,16.2,0.0,ok,0.2206,281,44,3,8,281,34.5,29.2,35.9,17,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,20.2
experiment,experiment2,1,random,random,4,ok,OnionLettuceSalad|OnionTomatoSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,28.1,16.2,16.2,0.0,ok,0.2206,281,44,3,8,281,34.5,29.2,35.9,17,0,24,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:12|Put:5,20.0
experiment,experiment2,2,follow_plan,random,2,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,26.9,16.4,16.4,0.0,ok,1.0,269,36,0,7,269,27.5,23.0,49.1,0,0,58,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:29|Put:21,14.4
experiment,experiment2,2,greedy,random,0,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,27.1,16.4,16.6,0.2,ok,0.2731,271,38,0,9,271,2.6,28.8,68.3,12,0,20,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:4,19.6
experiment,experiment2,2,random,bad,4,ok,OnionLettuceSalad|OnionTomatoSoup|BananaOrangeJuice,chop_banana,chop,banana,3,45,0,1,0,21.9,16.4,16.4,0.0,ok,0.726,219,39,0,8,219,1.4,25.6,72.6,10,0,102,Assemble:2|Chop:1|Deliver:3|Mix:1|Pickup:51|Put:44,18.4
experiment,experiment2,3,follow_plan,bad,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.4
experiment,experiment2,3,greedy,bad,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_banana,chop,banana,3,45,0,1,0,27.1,16.0,16.4,0.4,ok,0.2731,271,40,0,9,271,2.6,28.8,68.3,12,0,20,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:10|Put:4,19.9
experiment,experiment2,3,random,good,4,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleBananaJuice,chop_lettuce,chop,lettuce,3,45,0,1,0,40.3,16.0,16.0,0.0,ok,0.1414,403,55,3,9,403,69.2,19.4,11.2,17,1,22,Assemble:1|Chop:2|Deliver:3|Mix:1|Pickup:11|Put:4,26.3
experiment,experiment2,4,follow_plan,good,2,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,1.0,267,37,0,7,267,27.0,23.2,49.4,0,0,56,Assemble:3|Chop:1|Deliver:3|Mix:1|Pickup:28|Put:20,14.2
experiment,experiment2,4,greedy,good,0,ok,OnionLettuceSalad|TomatoLettuceSoup|AppleOrangeJuice,chop_tomato,chop,tomato,3,45,0,1,0,26.7,16.0,16.0,0.0,ok,0.2622,267,41,0,9,267,2.6,29.2,67.8,12,0,16,Assemble:1|Chop:1|Deliver:3|Mix:1|Pickup:8|Put:2,19.8
